Date,County,State Abbreviation,Population,Cases - last 7 days,Cumulative cases,Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),Deaths - last 7 days,Cumulative deaths,Viral (RT-PCR) lab test positivity rate - last 7 days (may exhibit anomalies due to delayed reporting),Viral (RT-PCR) lab test positivity rate - last 7 days,Confirmed COVID-19 admissions - last 7 days,Suspected COVID-19 admissions - last 7 days,% inpatient beds occupied by COVID-19 patient,Total inpatient beds among hospitals reporting - last 7 days,% ventilators in use by COVID-19 patient,Total ventilators among hospitals reporting - last 7 days,People who are fully vaccinated,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,People with at least 1 dose,People with at least 1 dose - ages 65+,People who are fully vaccinated - 12-17,People who are fully vaccinated as % of population - 12-17,People with at least 1 dose - ages 12-17,NAAT positivity rate - last 7 days,Total NAATs - last 7 days (may be an underestimate due to delayed reporting),Positivity Rate,Population 5-11,Population 12-17,Population 5+,Population 12+,Population 65+,Total Population,"Proportion Vaccinated, Total",Proportion Vaccinated of Eligible Population,"Proportion Vaccinated, 65+","Proportion Vaccinated, 12-17"
2020-12-18,Jackson,FL,46414,186,4268,1354,6,108,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,3343,3105.6000000000004,44792,41449,9741,47261,NA,NA,NA,NA
2020-12-18,Bradford,FL,28201,153,1674,730,0,22,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2214,1822.8,27387,25173,5191,28906,NA,NA,NA,NA
2020-12-18,Suwannee,FL,44417,136,3614,1045,7,94,NA,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,3853,3349.2,44020,40167,10108,46509,NA,NA,NA,NA
2020-12-18,DeSoto,FL,38001,129,2694,1063,7,48,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,2653,2404.2,34803,32150,8245,36613,NA,NA,NA,NA
2020-12-18,Washington,FL,25473,124,1744,396,2,29,NA,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,1971,1731,24077,22106,4369,25397,NA,NA,NA,NA
2020-12-18,Holmes,FL,19617,118,1411,205,2,19,NA,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156,1538,1372.2,19083,17545,4036,20211,NA,NA,NA,NA
2020-12-18,Gadsden,FL,45660,114,3577,744,0,58,NA,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,3886,3340.2,43699,39813,8696,46481,NA,NA,NA,NA
2020-12-18,Levy,FL,41503,106,1648,1025,2,18,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,3260,2670.6,39710,36450,10524,41859,NA,NA,NA,NA
2020-12-18,Hardee,FL,26937,103,1941,484,0,20,NA,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149,2803,2382.6,25727,22924,4809,27585,NA,NA,NA,NA
2020-12-18,Baker,FL,29210,101,2246,501,2,36,NA,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128,2740,2265,27074,24334,4067,28864,NA,NA,NA,NA
2020-12-18,Wakulla,FL,33739,90,1852,532,2,20,NA,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,2702,2419.8,32053,29351,5377,33815,NA,NA,NA,NA
2020-12-18,Calhoun,FL,14105,86,1051,349,4,26,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,1183,1049.4,14287,13104,2841,15008,NA,NA,NA,NA
2020-12-18,Okeechobee,FL,42168,81,2218,1403,4,49,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,3477,2912.4,39869,36392,8538,42449,NA,NA,NA,NA
2020-12-18,Taylor,FL,21569,74,1797,310,2,24,NA,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,1786,1435.8,21534,19748,4776,22762,NA,NA,NA,NA
2020-12-18,Madison,FL,18493,70,1448,613,2,30,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1410,1200.6,18382,16972,4071,19299,NA,NA,NA,NA
2020-12-18,Hamilton,FL,14428,57,1099,372,0,12,NA,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137,1039,954.6,13851,12812,2705,14648,NA,NA,NA,NA
2020-12-18,Union,FL,15237,57,1342,279,4,65,NA,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179,1221,1030.2,14703,13482,2357,15511,NA,NA,NA,NA
2020-12-18,Gulf,FL,13639,54,1179,182,1,25,NA,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192,1106,888.5999999999999,14129,13023,3927,14829,NA,NA,NA,NA
2020-12-18,Gilchrist,FL,18582,48,888,443,0,20,NA,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072,1425,1363.8,17251,15826,3764,18218,NA,NA,NA,NA
2020-12-18,Jefferson,FL,14246,48,864,288,2,14,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076,986,843,14256,13270,3665,14887,NA,NA,NA,NA
2020-12-18,Dixie,FL,16826,31,1024,357,0,11,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,1229,1038,15971,14742,3963,16738,NA,NA,NA,NA
2020-12-18,Liberty,FL,8354,26,664,116,0,14,NA,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121,583,544.8,8449,7866,1326,8837,NA,NA,NA,NA
2020-12-18,Lafayette,FL,8422,20,1401,235,0,20,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,705,694.8,8446,7741,1518,8799,NA,NA,NA,NA
2020-12-18,Glades,FL,13811,20,732,54,0,11,NA,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185,772,753.6,12899,12127,3665,13290,NA,NA,NA,NA
2020-12-18,Franklin,FL,12125,11,853,106,0,4,NA,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113,728,622.8,11778,11050,2966,12295,NA,NA,NA,NA
2020-12-18,"Unallocated, FL",FL,NA,-100,2925,27608,0,0,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,Miami-Dade,FL,2716940,16313,269716,170164,75,4034,NA,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126,226130,196555.8,2749608,2523478,486183,2918507,NA,NA,NA,NA
2020-12-19,Broward,FL,1952778,6826,125338,80072,35,1763,NA,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,160586,136860.6,1852867,1692281,336796,1965657,NA,NA,NA,NA
2020-12-19,Orange,FL,1393452,5055,67577,34549,25,703,NA,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,124840,110580,1369568,1244728,179437,1457445,NA,NA,NA,NA
2020-12-19,Hillsborough,FL,1471968,4458,68739,34699,37,1021,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,131031,111872.4,1417396,1286365,219352,1508560,NA,NA,NA,NA
2020-12-19,Duval,FL,957755,3955,53275,29066,16,692,NA,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,87818,70273.2,934514,846696,145007,1002075,NA,NA,NA,NA
2020-12-19,Palm Beach,FL,1496770,3881,75572,43328,50,1816,NA,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,108526,97075.8,1410416,1301890,361966,1486178,NA,NA,NA,NA
2020-12-19,Pinellas,FL,974996,2884,39846,28313,52,995,NA,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,61164,53810.399999999994,950340,889176,252022,992298,NA,NA,NA,NA
2020-12-19,Lee,FL,770577,2316,36145,12443,20,630,NA,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,52144,46294.2,738212,686068,225470,773456,NA,NA,NA,NA
2020-12-19,Polk,FL,724777,2181,32809,18503,24,745,NA,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,61955,54464.399999999994,678404,616449,147122,719665,NA,NA,NA,NA
2020-12-19,Pasco,FL,553947,1702,19017,13775,23,335,NA,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,44088,37853.4,521221,477133,124451,549517,NA,NA,NA,NA
2020-12-19,Osceola,FL,375751,1537,22593,9014,4,270,NA,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113,38076,33550.2,376817,338741,54266,401594,NA,NA,NA,NA
2020-12-19,Manatee,FL,403253,1367,19879,11041,7,401,NA,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,28627,24964.2,387004,358377,113781,405480,NA,NA,NA,NA
2020-12-19,Escambia,FL,318316,1335,19762,6272,13,341,NA,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121,26549,24466.800000000003,307570,281021,56074,327107,NA,NA,NA,NA
2020-12-19,Volusia,FL,553284,1330,19569,9440,11,400,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,37731,34284,526525,488794,137573,552328,NA,NA,NA,NA
2020-12-19,Brevard,FL,601942,1285,18729,9935,21,494,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,43486,38833.2,583385,539899,147991,611202,NA,NA,NA,NA
2020-12-19,Lake,FL,367118,1172,13157,8177,16,283,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,28089,24258,359389,331300,102242,377680,NA,NA,NA,NA
2020-12-19,Seminole,FL,471826,1115,16097,8645,8,302,NA,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,39812,35093.4,461372,421560,77793,486795,NA,NA,NA,NA
2020-12-19,Marion,FL,365579,1049,15647,8997,18,431,NA,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116,26979,22926,354159,327180,108683,372469,NA,NA,NA,NA
2020-12-19,Sarasota,FL,433742,1010,16537,10167,38,465,NA,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064,24028,22290,425883,401855,164723,441179,NA,NA,NA,NA
2020-12-19,Collier,FL,384902,945,20629,8715,9,315,NA,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081,25588,22994.4,376747,351159,129633,393793,NA,NA,NA,NA
2020-12-19,St. Johns,FL,264672,945,11025,7495,4,108,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,24024,21507,261818,237794,56834,275222,NA,NA,NA,NA
2020-12-19,Bay,FL,174705,914,10443,1637,10,190,NA,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136,14327,11853.6,167679,153352,33126,177856,NA,NA,NA,NA
2020-12-19,Leon,FL,293582,912,17524,7037,12,166,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,21795,25484.4,287773,265978,42164,303541,NA,NA,NA,NA
2020-12-19,Santa Rosa,FL,184313,844,9463,1868,5,115,NA,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156,16027,13812.6,176590,160563,30559,186998,NA,NA,NA,NA
2020-12-19,Okaloosa,FL,210738,788,11260,3092,19,202,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,18106,14181,193095,174989,33668,206418,NA,NA,NA,NA
2020-12-19,St. Lucie,FL,328297,784,12653,6986,3,380,NA,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,24772,21553.8,306013,281241,79416,322154,NA,NA,NA,NA
2020-12-19,Clay,FL,219252,718,9679,5356,6,171,NA,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117,20294,18224.4,211370,191076,36535,223483,NA,NA,NA,NA
2020-12-19,Alachua,FL,269043,716,14585,11695,6,112,NA,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,19429,21043.199999999997,258736,239307,39810,272746,NA,NA,NA,NA
2020-12-19,Hernando,FL,193920,597,6374,4594,14,254,NA,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145,14004,12369,186290,172286,53678,195123,NA,NA,NA,NA
2020-12-19,Charlotte,FL,188910,461,6384,3930,4,212,NA,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,8667,7905,182580,173913,76723,188061,NA,NA,NA,NA
2020-12-19,Citrus,FL,149657,450,5877,3717,15,218,NA,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,8709,7641.6,145746,137037,55549,151314,NA,NA,NA,NA
2020-12-19,Martin,FL,161000,404,7165,4173,4,190,NA,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,10168,9198,156129,145961,51330,162810,NA,NA,NA,NA
2020-12-19,Indian River,FL,159923,375,5831,2982,7,151,NA,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,9657,8856,154227,144570,54400,160707,NA,NA,NA,NA
2020-12-19,Sumter,FL,132420,366,4313,3692,7,109,NA,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,3823,3189,134692,130869,79884,137317,NA,NA,NA,NA
2020-12-19,Nassau,FL,88625,351,3980,2911,2,64,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,6998,5849.4,84631,77633,20347,89151,NA,NA,NA,NA
2020-12-19,Columbia,FL,71686,321,5376,1891,5,108,NA,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145,6087,5130,67171,61084,13734,71288,NA,NA,NA,NA
2020-12-19,Walton,FL,74071,304,4390,820,1,41,NA,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,6037,4767,70267,64230,15049,74427,NA,NA,NA,NA
2020-12-19,Putnam,FL,74521,289,3437,2676,1,63,NA,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136,6081,5100,69205,63124,17408,73398,NA,NA,NA,NA
2020-12-19,Highlands,FL,106221,261,4494,2719,8,188,NA,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,7011,5986.8,100545,93534,37889,105105,NA,NA,NA,NA
2020-12-19,Hendry,FL,42022,235,2949,647,1,46,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,4329,3586.2,37962,33633,5631,40936,NA,NA,NA,NA
2020-12-19,Flagler,FL,115081,220,3215,1728,0,46,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,7550,7131.6,112192,104642,36393,116671,NA,NA,NA,NA
2020-12-19,Jackson,FL,46414,202,4306,1410,5,107,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,3343,3105.6000000000004,44792,41449,9741,47261,NA,NA,NA,NA
2020-12-19,Monroe,FL,74228,199,3969,2350,4,32,NA,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,4458,3682.2,72921,68463,18129,76335,NA,NA,NA,NA
2020-12-19,Bradford,FL,28201,158,1691,945,0,22,NA,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169,2214,1822.8,27387,25173,5191,28906,NA,NA,NA,NA
2020-12-19,Suwannee,FL,44417,145,3641,1290,6,93,NA,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,3853,3349.2,44020,40167,10108,46509,NA,NA,NA,NA
2020-12-19,DeSoto,FL,38001,130,2707,1162,7,50,NA,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,2653,2404.2,34803,32150,8245,36613,NA,NA,NA,NA
2020-12-19,Washington,FL,25473,122,1757,486,4,31,NA,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154,1971,1731,24077,22106,4369,25397,NA,NA,NA,NA
2020-12-19,Gadsden,FL,45660,120,3607,810,0,58,NA,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,3886,3340.2,43699,39813,8696,46481,NA,NA,NA,NA
2020-12-19,Wakulla,FL,33739,119,1893,660,2,20,NA,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121,2702,2419.8,32053,29351,5377,33815,NA,NA,NA,NA
2020-12-19,Holmes,FL,19617,111,1416,384,2,19,NA,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154,1538,1372.2,19083,17545,4036,20211,NA,NA,NA,NA
2020-12-19,Levy,FL,41503,98,1656,1291,2,18,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,3260,2670.6,39710,36450,10524,41859,NA,NA,NA,NA
2020-12-19,Hardee,FL,26937,97,1948,709,0,20,NA,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145,2803,2382.6,25727,22924,4809,27585,NA,NA,NA,NA
2020-12-19,Baker,FL,29210,92,2256,579,2,36,NA,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145,2740,2265,27074,24334,4067,28864,NA,NA,NA,NA
2020-12-19,Okeechobee,FL,42168,84,2231,1370,4,49,NA,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,3477,2912.4,39869,36392,8538,42449,NA,NA,NA,NA
2020-12-19,Calhoun,FL,14105,81,1058,522,3,26,NA,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,1183,1049.4,14287,13104,2841,15008,NA,NA,NA,NA
2020-12-19,Taylor,FL,21569,66,1810,367,1,24,NA,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,1786,1435.8,21534,19748,4776,22762,NA,NA,NA,NA
2020-12-19,Madison,FL,18493,63,1455,616,2,30,NA,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117,1410,1200.6,18382,16972,4071,19299,NA,NA,NA,NA
2020-12-19,Hamilton,FL,14428,61,1105,395,0,12,NA,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137,1039,954.6,13851,12812,2705,14648,NA,NA,NA,NA
2020-12-19,Gulf,FL,13639,57,1186,219,1,25,NA,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196,1106,888.5999999999999,14129,13023,3927,14829,NA,NA,NA,NA
2020-12-19,Gilchrist,FL,18582,53,901,458,0,20,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,1425,1363.8,17251,15826,3764,18218,NA,NA,NA,NA
2020-12-19,Union,FL,15237,50,1343,302,4,65,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182,1221,1030.2,14703,13482,2357,15511,NA,NA,NA,NA
2020-12-19,Jefferson,FL,14246,46,872,273,2,14,NA,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,986,843,14256,13270,3665,14887,NA,NA,NA,NA
2020-12-19,Dixie,FL,16826,36,1032,339,0,11,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1229,1038,15971,14742,3963,16738,NA,NA,NA,NA
2020-12-19,Liberty,FL,8354,24,666,166,0,14,NA,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114,583,544.8,8449,7866,1326,8837,NA,NA,NA,NA
2020-12-19,Lafayette,FL,8422,21,1402,263,0,20,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,705,694.8,8446,7741,1518,8799,NA,NA,NA,NA
2020-12-19,Glades,FL,13811,21,734,57,0,11,NA,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,772,753.6,12899,12127,3665,13290,NA,NA,NA,NA
2020-12-19,Franklin,FL,12125,11,854,115,0,4,NA,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,728,622.8,11778,11050,2966,12295,NA,NA,NA,NA
2020-12-19,"Unallocated, FL",FL,NA,-151,2937,32062,0,0,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,Miami-Dade,FL,2716940,16636,272098,157905,85,4050,NA,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,226130,196555.8,2749608,2523478,486183,2918507,NA,NA,NA,NA
2020-12-20,Broward,FL,1952778,6973,126402,75554,38,1768,NA,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,160586,136860.6,1852867,1692281,336796,1965657,NA,NA,NA,NA
2020-12-20,Orange,FL,1393452,5086,68367,30645,34,713,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,124840,110580,1369568,1244728,179437,1457445,NA,NA,NA,NA
2020-12-20,Hillsborough,FL,1471968,4531,69530,31641,38,1023,NA,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,131031,111872.4,1417396,1286365,219352,1508560,NA,NA,NA,NA
2020-12-20,Duval,FL,957755,4188,53885,26568,14,692,NA,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,87818,70273.2,934514,846696,145007,1002075,NA,NA,NA,NA
2020-12-20,Palm Beach,FL,1496770,3896,76143,37739,50,1816,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,108526,97075.8,1410416,1301890,361966,1486178,NA,NA,NA,NA
2020-12-20,Pinellas,FL,974996,2912,40299,25231,51,996,NA,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081,61164,53810.399999999994,950340,889176,252022,992298,NA,NA,NA,NA
2020-12-20,Lee,FL,770577,2343,36520,11423,19,632,NA,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,52144,46294.2,738212,686068,225470,773456,NA,NA,NA,NA
2020-12-20,Polk,FL,724777,2175,33142,16087,24,746,NA,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,61955,54464.399999999994,678404,616449,147122,719665,NA,NA,NA,NA
2020-12-20,Pasco,FL,553947,1713,19291,12655,26,338,NA,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,44088,37853.4,521221,477133,124451,549517,NA,NA,NA,NA
2020-12-20,Osceola,FL,375751,1595,22863,8194,2,270,NA,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116,38076,33550.2,376817,338741,54266,401594,NA,NA,NA,NA
2020-12-20,Escambia,FL,318316,1411,20027,5713,9,341,NA,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,26549,24466.800000000003,307570,281021,56074,327107,NA,NA,NA,NA
2020-12-20,Volusia,FL,553284,1375,19794,8366,13,402,NA,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,37731,34284,526525,488794,137573,552328,NA,NA,NA,NA
2020-12-20,Manatee,FL,403253,1338,20058,9882,5,401,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,28627,24964.2,387004,358377,113781,405480,NA,NA,NA,NA
2020-12-20,Brevard,FL,601942,1272,18903,9487,22,499,NA,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,43486,38833.2,583385,539899,147991,611202,NA,NA,NA,NA
2020-12-20,Lake,FL,367118,1205,13341,7402,15,285,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,28089,24258,359389,331300,102242,377680,NA,NA,NA,NA
