Date,County,State Abbreviation,Population,Cases - last 7 days,Cumulative cases,Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),Deaths - last 7 days,Cumulative deaths,Viral (RT-PCR) lab test positivity rate - last 7 days,Confirmed COVID-19 admissions - last 7 days,Suspected COVID-19 admissions - last 7 days,% inpatient beds occupied by COVID-19 patient,Total inpatient beds among hospitals reporting - last 7 days,% ventilators in use by COVID-19 patient,Total ventilators among hospitals reporting - last 7 days,People who are fully vaccinated,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,People with at least 1 dose,People with at least 1 dose - ages 65+,People who are fully vaccinated - 12-17,People who are fully vaccinated as % of population - 12-17,People with at least 1 dose - ages 12-17
2021-05-04,"Broward County, FL",FL,1952778,3886,237510,61790,37,2905,0.095,432,89,0.1,4683.857142857141,0.09,996.5714285714287,578442,228478,0.683,NA,NA,NA,NA,NA
2021-05-04,"Hillsborough County, FL",FL,1471968,2788,136217,30130,31,1713,0.067,365,160,0.06,4095.714285714285,0.05,642.8571428571427,397890,135942,0.635,NA,NA,NA,NA,NA
2021-05-04,"Orange County, FL",FL,1393452,2380,137157,30132,14,1252,0.063,292,398,0.07,4702.285714285715,0.05,824.2857142857142,387820,122212,0.712,NA,NA,NA,NA,NA
2021-05-04,"Palm Beach County, FL",FL,1496770,2157,143904,34250,23,2774,0.074,236,44,0.06,3636.857142857143,0.04,729.5714285714287,472293,257004,0.705,NA,NA,NA,NA,NA
2021-05-04,"Lee County, FL",FL,770577,1614,69974,13392,4,959,0.09,103,12,0.08,1592.714285714286,0.04,249,240497,158943,0.708,NA,NA,NA,NA,NA
2021-05-04,"Polk County, FL",FL,724777,1422,68114,17618,13,1310,0.069,216,97,0.1,1552,0.09,150,166737,91902,0.62,NA,NA,NA,NA,NA
2021-05-04,"Duval County, FL",FL,957755,1132,97719,19886,30,1402,0.051,104,95,0.04,3246.285714285714,0.06,544,277486,101374,0.731,NA,NA,NA,NA,NA
2021-05-04,"Pinellas County, FL",FL,974996,1062,79146,21136,17,1613,0.039,222,121,0.06,3017.428571428572,0.04,445.5714285714286,332922,167670,0.677,NA,NA,NA,NA,NA
2021-05-04,"Osceola County, FL",FL,375751,898,44381,8472,3,502,0.089,34,10,0.08,586,0.06,113,95446,36867,0.726,NA,NA,NA,NA,NA
2021-05-04,"Pasco County, FL",FL,553947,816,40984,9772,8,743,0.071,105,28,0.07,1363,0.03,226,151695,81477,0.649,NA,NA,NA,NA,NA
2021-05-04,"Brevard County, FL",FL,601942,751,41183,7302,9,862,0.059,70,6,0.05,1382,0.02,194.1428571428572,180237,98263,0.674,NA,NA,NA,NA,NA
2021-05-04,"Volusia County, FL",FL,553284,668,42960,9459,16,796,0.048,71,19,0.06,1564,0.1,207,159809,95419,0.692,NA,NA,NA,NA,NA
2021-05-04,"Manatee County, FL",FL,403253,656,38355,8689,8,668,0.066,33,30,0.06,722,0.03,108,127357,76914,0.68,NA,NA,NA,NA,NA
2021-05-04,"Seminole County, FL",FL,471826,630,33885,7233,7,493,0.068,23,8,0.08,253,0.03,79,129085,50007,0.663,NA,NA,NA,NA,NA
2021-05-04,"Collier County, FL",FL,384902,627,35575,5496,11,528,0.084,76,1,0.07,833.8571428571429,0.07,143,142950,97927,0.773,NA,NA,NA,NA,NA
2021-05-04,"Lake County, FL",FL,367118,519,29468,6001,10,633,0.058,67,51,0.08,747,0.03,104,130868,79389,0.799,NA,NA,NA,NA,NA
2021-05-04,"Marion County, FL",FL,365579,470,30949,5658,11,958,0.08,45,17,0.05,824,0.03,206,106558,68963,0.646,NA,NA,NA,NA,NA
2021-05-04,"Sarasota County, FL",FL,433742,461,32576,8402,5,812,0.058,51,3,0.05,1216.714285714286,0.03,216.7142857142857,177426,120339,0.743,NA,NA,NA,NA,NA
2021-05-04,"St. Lucie County, FL",FL,328297,456,26197,6841,5,626,0.075,47,22,0.06,613,0.03,128.1428571428571,86849,51240,0.633,NA,NA,NA,NA,NA
2021-05-04,"Leon County, FL",FL,293582,452,31708,4323,5,317,0.053,22,4,0.02,851,0,229,86009,32341,0.793,NA,NA,NA,NA,NA
2021-05-04,"Hernando County, FL",FL,193920,297,13844,2738,1,459,0.102,25,4,0.04,553,0.04,93,52563,33401,0.626,NA,NA,NA,NA,NA
2021-05-04,"Escambia County, FL",FL,318316,260,36015,2869,5,680,0.06,25,39,0.02,1253,0.15,152,82691,37578,0.689,NA,NA,NA,NA,NA
2021-05-04,"St. Johns County, FL",FL,264672,239,22493,4282,1,209,0.042,14,9,0.05,335,0.13,36,102727,46603,0.853,NA,NA,NA,NA,NA
2021-05-04,"Alachua County, FL",FL,269043,235,24717,7142,2,275,0.048,56,13,0.03,1800.142857142857,0.03,408,89059,32360,0.824,NA,NA,NA,NA,NA
2021-05-04,"Clay County, FL",FL,219252,228,18509,3283,4,340,0.071,31,10,0.07,512.2857142857142,0.1,153.1428571428571,48340,21558,0.601,NA,NA,NA,NA,NA
2021-05-04,"Charlotte County, FL",FL,188910,208,12795,3271,7,418,0.06,38,6,0.05,643,0.05,98,77177,55413,0.719,NA,NA,NA,NA,NA
2021-05-04,"Okaloosa County, FL",FL,210738,174,20479,1461,0,361,0.047,10,0,0.03,431,0.01,105,53687,25247,0.734,NA,NA,NA,NA,NA
2021-05-04,"Citrus County, FL",FL,149657,150,11036,1358,7,445,0.075,17,2,0.05,332,0.01,58.71428571428572,49192,35811,0.652,NA,NA,NA,NA,NA
2021-05-04,"Bay County, FL",FL,174705,137,20054,1348,4,386,0.085,10,5,0.03,439,0.12,118.8571428571429,41227,20100,0.618,NA,NA,NA,NA,NA
2021-05-04,"Martin County, FL",FL,161000,135,12236,3529,7,320,0.061,41,0,0.12,424,0.01,257,57174,38010,0.749,NA,NA,NA,NA,NA
2021-05-04,"Highlands County, FL",FL,106221,130,8482,2157,9,351,0.064,23,4,0.11,305,0.04,59,28798,21204,0.554,NA,NA,NA,NA,NA
2021-05-04,"Indian River County, FL",FL,159923,117,12457,4015,6,299,0.056,9,7,0.03,324,0.12,37.14285714285714,57926,38388,0.709,NA,NA,NA,NA,NA
2021-05-04,"Nassau County, FL",FL,88625,99,8341,1571,0,124,0.052,0,0,0.02,58,0,14,29293,15995,0.791,NA,NA,NA,NA,NA
2021-05-04,"Flagler County, FL",FL,115081,97,7245,1153,3,111,0.032,11,0,0.08,163,0.05,15,39481,26019,0.725,NA,NA,NA,NA,NA
2021-05-04,"Monroe County, FL",FL,74228,89,6931,1558,0,49,0.067,3,0,0.01,128,0,23.42857142857143,27251,14485,0.822,NA,NA,NA,NA,NA
2021-05-04,"Sumter County, FL",FL,132420,86,9294,1720,2,275,0.052,6,0,0.03,290,0,33.85714285714285,77147,63527,0.825,NA,NA,NA,NA,NA
2021-05-04,"Santa Rosa County, FL",FL,184313,81,18168,1259,1,285,0.025,7,4,0.02,157,0,31,41975,20800,0.691,NA,NA,NA,NA,NA
2021-05-04,"Putnam County, FL",FL,74521,73,6457,1193,5,148,0.1,8,1,0.12,87,0.04,23.85714285714285,13554,8408,0.476,NA,NA,NA,NA,NA
2021-05-04,"Walton County, FL",FL,74071,52,7759,675,0,87,0.048,10,0,0.03,136,0.12,15,16993,9305,0.621,NA,NA,NA,NA,NA
2021-05-04,"Hendry County, FL",FL,42022,52,4709,394,1,82,0.073,5,0,0.07,26,0,5,7882,3779,0.654,NA,NA,NA,NA,NA
2021-05-04,"DeSoto County, FL",FL,38001,46,4310,694,1,93,0.083,4,1,0.09,24.57142857142857,0,5,7372,4948,0.578,NA,NA,NA,NA,NA
2021-05-04,"Okeechobee County, FL",FL,42168,46,3988,1248,0,88,0.047,5,1,0.03,100,0,23,8712,5762,0.679,NA,NA,NA,NA,NA
2021-05-04,"Levy County, FL",FL,41503,44,3416,641,3,54,0.077,NA,NA,NA,NA,NA,NA,9137,5852,0.561,NA,NA,NA,NA,NA
2021-05-04,"Hardee County, FL",FL,26937,43,3123,389,1,43,0.102,0,0,0.03,35,NA,0,4117,2544,0.542,NA,NA,NA,NA,NA
2021-05-04,"Columbia County, FL",FL,71686,41,8098,1424,2,169,0.032,11,3,0.06,93.28571428571428,0.01,23,14089,8068,0.584,NA,NA,NA,NA,NA
2021-05-04,"Jackson County, FL",FL,46414,39,6183,473,0,156,0.035,4,0,0.02,100,0.03,20,9640,5405,0.565,NA,NA,NA,NA,NA
2021-05-04,"Wakulla County, FL",FL,33739,38,3423,364,1,55,0.053,NA,NA,NA,NA,NA,NA,7821,4021,0.749,NA,NA,NA,NA,NA
2021-05-04,"Gadsden County, FL",FL,45660,33,5654,473,1,94,0.032,0,0,0,58,NA,0,13073,6233,0.73,NA,NA,NA,NA,NA
2021-05-04,"Bradford County, FL",FL,28201,26,3005,415,0,56,0.071,NA,NA,NA,NA,NA,NA,4443,2625,0.518,NA,NA,NA,NA,NA
2021-05-04,"Baker County, FL",FL,29210,23,3491,308,0,60,0.022,1,0,0.1,22,0,4,4156,2279,0.554,NA,NA,NA,NA,NA
2021-05-04,"Jefferson County, FL",FL,14246,16,1490,156,0,27,0.046,NA,NA,NA,NA,NA,NA,5007,3257,0.928,NA,NA,NA,NA,NA
2021-05-04,"Gilchrist County, FL",FL,18582,16,1605,222,0,43,0.073,NA,NA,NA,NA,NA,NA,3189,1944,0.507,NA,NA,NA,NA,NA
2021-05-04,"Dixie County, FL",FL,16826,15,1606,242,0,24,0.061,NA,NA,NA,NA,NA,NA,2909,2010,0.505,NA,NA,NA,NA,NA
2021-05-04,"Washington County, FL",FL,25473,14,2725,154,0,51,0.056,0,0,0,37,0,7,3708,2119,0.484,NA,NA,NA,NA,NA
2021-05-04,"Suwannee County, FL",FL,44417,14,5326,672,1,138,0.029,NA,NA,NA,NA,NA,NA,8490,5381,0.558,NA,NA,NA,NA,NA
2021-05-04,"Taylor County, FL",FL,21569,12,2722,181,1,46,0.086,0,0,0,48,0,3,3882,2397,0.53,NA,NA,NA,NA,NA
2021-05-04,"Gulf County, FL",FL,13639,11,1958,91,0,42,0.09,3,0,0.02,25,0,3,3489,2357,0.652,NA,NA,NA,NA,NA
2021-05-04,"Union County, FL",FL,15237,11,1819,231,1,72,0.068,0,0,0,15,0,2,1984,1151,0.497,NA,NA,NA,NA,NA
2021-05-04,"Liberty County, FL",FL,8354,9,1074,66,0,16,0.068,NA,NA,NA,NA,NA,NA,1269,719,0.572,NA,NA,NA,NA,NA
2021-05-04,"Holmes County, FL",FL,19617,8,2242,76,0,49,0.039,0,0,0,20,0,5,2880,1783,0.455,NA,NA,NA,NA,NA
2021-05-04,"Franklin County, FL",FL,12125,7,1316,67,0,17,0.113,0,0,0,15,0,11,3230,2104,0.719,NA,NA,NA,NA,NA
2021-05-04,"Madison County, FL",FL,18493,5,2053,160,0,45,0.018,0,0,0,25,0,2,4142,2480,0.636,NA,NA,NA,NA,NA
2021-05-04,"Glades County, FL",FL,13811,4,952,48,0,19,0.021,NA,NA,NA,NA,NA,NA,2062,1391,0.365,NA,NA,NA,NA,NA
2021-05-04,"Lafayette County, FL",FL,8422,4,1617,130,0,26,0.008,NA,NA,NA,NA,NA,NA,1430,1080,0.742,NA,NA,NA,NA,NA
2021-05-04,"Hamilton County, FL",FL,14428,4,1625,164,0,25,0.037,NA,NA,NA,NA,NA,NA,2496,1545,0.58,NA,NA,NA,NA,NA
2021-05-04,"Calhoun County, FL",FL,14105,2,1688,142,0,43,0.024,0,0,0,10,0,1,2304,1434,0.537,NA,NA,NA,NA,NA
2021-05-04,"Unallocated, FL",FL,NA,-158,3336,22696,0,0,0.068,NA,NA,NA,NA,NA,NA,82094,25920,NA,NA,NA,NA,NA,NA
2021-05-05,"Miami-Dade County, FL",FL,2716940,6325,486808,123078,76,6206,0.095,528,167,0.08,6094.285714285716,0.05,1906.857142857143,852195,315861,0.698,NA,NA,NA,NA,NA
2021-05-05,"Broward County, FL",FL,1952778,3681,237924,62549,44,2921,0.094,403,99,0.1,4663.285714285714,0.09,994.8571428571428,588605,229153,0.685,NA,NA,NA,NA,NA
2021-05-05,"Hillsborough County, FL",FL,1471968,2652,136507,31091,31,1713,0.064,337,159,0.06,4094,0.05,642.2857142857142,401593,136210,0.636,NA,NA,NA,NA,NA
2021-05-05,"Orange County, FL",FL,1393452,2306,137434,30195,14,1253,0.06,288,446,0.07,4697.714285714286,0.05,824.7142857142858,393082,122450,0.714,NA,NA,NA,NA,NA
2021-05-05,"Palm Beach County, FL",FL,1496770,2016,144069,34140,20,2775,0.073,214,40,0.06,3634.714285714287,0.04,729.8571428571428,477465,257517,0.706,NA,NA,NA,NA,NA
2021-05-05,"Lee County, FL",FL,770577,1524,70145,13330,3,959,0.091,101,9,0.08,1591.857142857143,0.04,249,242643,159387,0.71,NA,NA,NA,NA,NA
2021-05-05,"Polk County, FL",FL,724777,1302,68224,17532,18,1319,0.067,210,111,0.1,1552,0.09,150,168264,92127,0.622,NA,NA,NA,NA,NA
2021-05-05,"Duval County, FL",FL,957755,1103,97852,19553,27,1402,0.051,109,86,0.04,3246.714285714286,0.06,544,279292,101544,0.733,NA,NA,NA,NA,NA
2021-05-05,"Pinellas County, FL",FL,974996,995,79236,20706,22,1618,0.036,227,116,0.06,3014.857142857143,0.04,444.8571428571428,336146,167936,0.678,NA,NA,NA,NA,NA
2021-05-05,"Osceola County, FL",FL,375751,849,44477,8767,9,508,0.083,35,11,0.08,586,0.05,113,96450,36940,0.727,NA,NA,NA,NA,NA
2021-05-05,"Pasco County, FL",FL,553947,780,41088,9681,7,745,0.066,110,31,0.07,1363,0.03,226,153113,81660,0.651,NA,NA,NA,NA,NA
2021-05-05,"Brevard County, FL",FL,601942,713,41251,7327,12,866,0.055,63,7,0.05,1382,0.03,194.1428571428572,182525,98628,0.677,NA,NA,NA,NA,NA
2021-05-05,"Volusia County, FL",FL,553284,655,43032,8551,10,796,0.046,73,21,0.06,1564,0.09,207,161901,95697,0.694,NA,NA,NA,NA,NA
2021-05-05,"Manatee County, FL",FL,403253,630,38428,8949,8,668,0.063,33,31,0.07,722,0.04,108,128447,77046,0.681,NA,NA,NA,NA,NA
2021-05-05,"Collier County, FL",FL,384902,588,35625,5561,8,530,0.08,71,1,0.07,836.5714285714287,0.07,143,143827,98106,0.774,NA,NA,NA,NA,NA
2021-05-05,"Seminole County, FL",FL,471826,584,33949,7269,7,493,0.067,22,4,0.08,253,0.04,79,131281,50095,0.664,NA,NA,NA,NA,NA
2021-05-05,"Lake County, FL",FL,367118,499,29526,6545,14,637,0.056,65,53,0.08,747,0.03,104,131966,79529,0.8,NA,NA,NA,NA,NA
2021-05-05,"Marion County, FL",FL,365579,455,30993,6157,11,958,0.079,45,18,0.05,824,0.03,206,107199,69114,0.648,NA,NA,NA,NA,NA
2021-05-05,"Leon County, FL",FL,293582,450,31798,4446,5,317,0.055,20,3,0.02,851,0,229,87525,32379,0.794,NA,NA,NA,NA,NA
2021-05-05,"St. Lucie County, FL",FL,328297,438,26243,6421,5,626,0.076,44,22,0.05,613,0.03,128,87441,51338,0.634,NA,NA,NA,NA,NA
2021-05-05,"Sarasota County, FL",FL,433742,408,32599,8417,3,812,0.053,47,3,0.04,1216.428571428572,0.03,216.8571428571429,179282,120490,0.744,NA,NA,NA,NA,NA
2021-05-05,"Hernando County, FL",FL,193920,282,13880,2832,3,461,0.105,23,5,0.04,553,0.04,93,52853,33448,0.627,NA,NA,NA,NA,NA
2021-05-05,"Escambia County, FL",FL,318316,260,36050,2836,10,687,0.063,27,40,0.02,1253,0.15,151.7142857142857,83705,37660,0.69,NA,NA,NA,NA,NA
2021-05-05,"Alachua County, FL",FL,269043,226,24744,7343,2,275,0.048,54,14,0.03,1799.857142857143,0.03,408,89649,32411,0.825,NA,NA,NA,NA,NA
2021-05-05,"St. Johns County, FL",FL,264672,223,22517,4252,1,209,0.04,12,9,0.05,335,0.13,36,104001,46666,0.854,NA,NA,NA,NA,NA
2021-05-05,"Clay County, FL",FL,219252,218,18536,3390,4,340,0.071,28,7,0.07,512.2857142857142,0.1,152.2857142857143,48749,21607,0.603,NA,NA,NA,NA,NA
2021-05-05,"Charlotte County, FL",FL,188910,191,12815,3160,5,418,0.06,38,7,0.05,643,0.05,98,77757,55522,0.72,NA,NA,NA,NA,NA
2021-05-05,"Okaloosa County, FL",FL,210738,175,20502,1677,0,361,0.047,12,1,0.03,431,0.01,105,54343,25319,0.737,NA,NA,NA,NA,NA
2021-05-05,"Bay County, FL",FL,174705,175,20114,1297,4,386,0.084,10,6,0.03,439,0.11,118.5714285714286,41380,20121,0.618,NA,NA,NA,NA,NA
2021-05-05,"Martin County, FL",FL,161000,143,12271,3504,7,320,0.061,44,0,0.12,425.8571428571428,0.01,257,57430,38062,0.75,NA,NA,NA,NA,NA
2021-05-05,"Citrus County, FL",FL,149657,134,11052,1439,7,445,0.072,18,1,0.06,332,0.02,56.42857142857143,49939,36035,0.656,NA,NA,NA,NA,NA
2021-05-05,"Highlands County, FL",FL,106221,118,8495,1989,8,351,0.061,21,3,0.11,305,0.04,59,29305,21307,0.556,NA,NA,NA,NA,NA
2021-05-05,"Indian River County, FL",FL,159923,117,12472,3958,5,299,0.054,7,7,0.03,324,0.11,37.28571428571428,58057,38414,0.71,NA,NA,NA,NA,NA
2021-05-05,"Flagler County, FL",FL,115081,107,7268,1141,3,111,0.034,11,0,0.08,163,0.07,15,39892,26088,0.727,NA,NA,NA,NA,NA
2021-05-05,"Sumter County, FL",FL,132420,87,9307,1740,0,275,0.049,4,0,0.03,290,0,33.71428571428572,77308,63583,0.825,NA,NA,NA,NA,NA
2021-05-05,"Monroe County, FL",FL,74228,86,6938,1600,0,49,0.062,3,0,0.01,128,0,23.42857142857143,27455,14523,0.824,NA,NA,NA,NA,NA
2021-05-05,"Nassau County, FL",FL,88625,82,8351,1606,1,125,0.049,0,0,0.02,58,0,14,29631,16017,0.792,NA,NA,NA,NA,NA
2021-05-05,"Santa Rosa County, FL",FL,184313,81,18176,1283,2,286,0.025,9,6,0.02,157,0,31,42391,20841,0.692,NA,NA,NA,NA,NA
2021-05-05,"Putnam County, FL",FL,74521,79,6474,1148,4,148,0.103,8,1,0.11,87,0.05,21.28571428571428,13719,8444,0.478,NA,NA,NA,NA,NA
2021-05-05,"Walton County, FL",FL,74071,58,7770,653,0,87,0.059,12,0,0.03,136,0.12,15,17070,9314,0.622,NA,NA,NA,NA,NA
2021-05-05,"Okeechobee County, FL",FL,42168,49,3994,1250,2,90,0.048,5,0,0.03,100,0,23,8751,5770,0.68,NA,NA,NA,NA,NA
2021-05-05,"Hendry County, FL",FL,42022,49,4713,351,1,82,0.069,6,0,0.09,26,0,5,8039,3793,0.656,NA,NA,NA,NA,NA
2021-05-05,"Levy County, FL",FL,41503,48,3429,666,3,54,0.074,NA,NA,NA,NA,NA,NA,9210,5867,0.562,NA,NA,NA,NA,NA
2021-05-05,"DeSoto County, FL",FL,38001,44,4314,767,1,93,0.084,4,1,0.1,24.85714285714285,0,5,7412,4958,0.579,NA,NA,NA,NA,NA
2021-05-05,"Columbia County, FL",FL,71686,42,8105,1430,1,169,0.034,10,3,0.07,93.28571428571428,0.01,23,14146,8080,0.585,NA,NA,NA,NA,NA
2021-05-05,"Hardee County, FL",FL,26937,42,3125,365,1,43,0.104,0,0,0.03,35,NA,0,4179,2549,0.543,NA,NA,NA,NA,NA
2021-05-05,"Jackson County, FL",FL,46414,41,6192,518,0,156,0.031,4,0,0.02,100,0.04,20,9723,5421,0.566,NA,NA,NA,NA,NA
2021-05-05,"Gadsden County, FL",FL,45660,36,5663,492,5,98,0.041,0,0,0,58,NA,0,13333,6268,0.734,NA,NA,NA,NA,NA
2021-05-05,"Wakulla County, FL",FL,33739,33,3427,383,1,55,0.052,NA,NA,NA,NA,NA,NA,7847,4022,0.75,NA,NA,NA,NA,NA
2021-05-05,"Bradford County, FL",FL,28201,24,3010,447,0,56,0.073,NA,NA,NA,NA,NA,NA,4456,2629,0.519,NA,NA,NA,NA,NA
2021-05-05,"Baker County, FL",FL,29210,20,3491,297,0,60,0.027,1,0,0.08,22,0,4,4183,2284,0.555,NA,NA,NA,NA,NA
2021-05-05,"Gilchrist County, FL",FL,18582,15,1607,220,0,43,0.078,NA,NA,NA,NA,NA,NA,3202,1948,0.508,NA,NA,NA,NA,NA
2021-05-05,"Suwannee County, FL",FL,44417,13,5329,645,0,138,0.034,NA,NA,NA,NA,NA,NA,8526,5386,0.558,NA,NA,NA,NA,NA
2021-05-05,"Washington County, FL",FL,25473,13,2729,162,0,51,0.06,0,0,0,37,0,7,3723,2123,0.485,NA,NA,NA,NA,NA
2021-05-05,"Jefferson County, FL",FL,14246,12,1490,182,0,27,0.038,NA,NA,NA,NA,NA,NA,5079,3264,0.93,NA,NA,NA,NA,NA
2021-05-05,"Gulf County, FL",FL,13639,11,1960,98,0,42,0.125,3,0,0.03,25,0,3,3516,2366,0.655,NA,NA,NA,NA,NA
2021-05-05,"Dixie County, FL",FL,16826,11,1606,303,0,24,0.061,NA,NA,NA,NA,NA,NA,2969,2034,0.511,NA,NA,NA,NA,NA
2021-05-05,"Taylor County, FL",FL,21569,10,2722,178,3,48,0.08,0,0,0,48,0,3,3931,2410,0.533,NA,NA,NA,NA,NA
2021-05-05,"Holmes County, FL",FL,19617,10,2245,76,0,49,0.02,0,0,0,20,0,5,2916,1787,0.456,NA,NA,NA,NA,NA
2021-05-05,"Union County, FL",FL,15237,9,1821,234,0,72,0.072,0,0,0,15,0,2,1992,1152,0.497,NA,NA,NA,NA,NA
2021-05-05,"Liberty County, FL",FL,8354,9,1074,81,0,16,0.07,NA,NA,NA,NA,NA,NA,1270,719,0.572,NA,NA,NA,NA,NA
2021-05-05,"Madison County, FL",FL,18493,8,2056,197,0,45,0.024,0,0,0,25,0,2,4155,2481,0.636,NA,NA,NA,NA,NA
2021-05-05,"Franklin County, FL",FL,12125,7,1316,73,0,17,0.107,0,0,0,15,0,11,3268,2111,0.721,NA,NA,NA,NA,NA
2021-05-05,"Lafayette County, FL",FL,8422,4,1618,119,0,26,0.024,NA,NA,NA,NA,NA,NA,1457,1082,0.744,NA,NA,NA,NA,NA
2021-05-05,"Glades County, FL",FL,13811,4,952,52,0,19,0.023,NA,NA,NA,NA,NA,NA,2115,1403,0.368,NA,NA,NA,NA,NA
2021-05-05,"Hamilton County, FL",FL,14428,4,1625,164,0,25,0.043,NA,NA,NA,NA,NA,NA,2503,1545,0.58,NA,NA,NA,NA,NA
2021-05-05,"Calhoun County, FL",FL,14105,3,1689,207,3,46,0.023,0,0,0,10,0,1,2307,1434,0.537,NA,NA,NA,NA,NA
2021-05-05,"Unallocated, FL",FL,NA,-199,3293,22785,0,0,0.072,NA,NA,NA,NA,NA,NA,83985,26436,NA,NA,NA,NA,NA,NA
2021-05-06,"Miami-Dade County, FL",FL,2716940,6147,487544,122156,67,6207,0.091,523,169,0.08,6105.428571428572,0.04,1906.285714285714,868243,317419,0.701,NA,NA,NA,NA,NA
2021-05-06,"Broward County, FL",FL,1952778,3687,238386,61943,50,2936,0.092,395,99,0.1,4655.142857142857,0.09,991.7142857142858,599952,230157,0.688,NA,NA,NA,NA,NA
2021-05-06,"Hillsborough County, FL",FL,1471968,2613,136897,31055,31,1725,0.066,329,170,0.06,4092.714285714286,0.05,642,407597,136746,0.639,NA,NA,NA,NA,NA
2021-05-06,"Orange County, FL",FL,1393452,2191,137735,29746,22,1261,0.06,266,537,0.07,4696.714285714285,0.05,826.2857142857142,400431,122891,0.716,NA,NA,NA,NA,NA
2021-05-06,"Palm Beach County, FL",FL,1496770,1900,144356,33227,18,2778,0.072,223,39,0.06,3630.714285714287,0.04,730.1428571428571,486323,258509,0.709,NA,NA,NA,NA,NA
2021-05-06,"Lee County, FL",FL,770577,1455,70340,13357,13,970,0.087,101,7,0.08,1589.142857142857,0.04,249,247998,160423,0.714,NA,NA,NA,NA,NA
2021-05-06,"Polk County, FL",FL,724777,1326,68433,17737,20,1322,0.069,216,120,0.1,1552,0.09,150,171221,92651,0.625,NA,NA,NA,NA,NA
2021-05-06,"Duval County, FL",FL,957755,1081,98008,19558,17,1402,0.052,105,81,0.04,3250.857142857143,0.06,544,282612,101966,0.736,NA,NA,NA,NA,NA
2021-05-06,"Pinellas County, FL",FL,974996,935,79355,20360,21,1619,0.036,212,109,0.06,3010.857142857143,0.04,444.1428571428572,341483,168765,0.682,NA,NA,NA,NA,NA
2021-05-06,"Osceola County, FL",FL,375751,793,44565,8607,10,509,0.082,30,10,0.08,586,0.05,113,98972,37144,0.731,NA,NA,NA,NA,NA
2021-05-06,"Pasco County, FL",FL,553947,763,41197,9653,15,753,0.07,95,32,0.07,1363,0.03,226,156171,82223,0.655,NA,NA,NA,NA,NA
2021-05-06,"Brevard County, FL",FL,601942,690,41350,7410,8,866,0.055,51,7,0.05,1382,0.02,194.5714285714286,185905,99305,0.681,NA,NA,NA,NA,NA
2021-05-06,"Manatee County, FL",FL,403253,641,38541,8929,11,671,0.07,28,35,0.06,722,0.04,108,130283,77336,0.683,NA,NA,NA,NA,NA
2021-05-06,"Volusia County, FL",FL,553284,621,43124,8351,10,797,0.048,70,19,0.06,1564,0.08,207,165102,96366,0.699,NA,NA,NA,NA,NA
2021-05-06,"Collier County, FL",FL,384902,597,35725,5698,7,531,0.081,69,1,0.08,836.8571428571429,0.06,143,145574,98506,0.777,NA,NA,NA,NA,NA
2021-05-06,"Seminole County, FL",FL,471826,561,34018,7240,8,495,0.071,21,3,0.08,253,0.04,79,134254,50294,0.667,NA,NA,NA,NA,NA
2021-05-06,"Leon County, FL",FL,293582,484,31888,4162,4,317,0.052,23,1,0.02,851,0,229,89313,32523,0.797,NA,NA,NA,NA,NA
2021-05-06,"Lake County, FL",FL,367118,453,29593,6378,13,637,0.053,59,67,0.08,747,0.03,104,134136,79930,0.804,NA,NA,NA,NA,NA
2021-05-06,"Marion County, FL",FL,365579,437,31052,5956,13,960,0.077,42,16,0.05,824,0.03,206,108430,69409,0.651,NA,NA,NA,NA,NA
2021-05-06,"St. Lucie County, FL",FL,328297,425,26310,6630,10,631,0.079,39,18,0.05,613,0.03,128,88818,51642,0.638,NA,NA,NA,NA,NA
2021-05-06,"Sarasota County, FL",FL,433742,393,32666,8304,9,820,0.051,43,3,0.04,1213.142857142857,0.04,216.8571428571429,182157,120939,0.747,NA,NA,NA,NA,NA
2021-05-06,"Hernando County, FL",FL,193920,287,13927,2818,5,463,0.104,29,6,0.04,553,0.04,93,53752,33731,0.632,NA,NA,NA,NA,NA
2021-05-06,"St. Johns County, FL",FL,264672,250,22573,4262,2,210,0.045,9,10,0.05,335,0.13,36,105448,46875,0.858,NA,NA,NA,NA,NA
2021-05-06,"Escambia County, FL",FL,318316,244,36081,2796,10,688,0.064,27,39,0.02,1253,0.15,151.2857142857143,84715,37755,0.692,NA,NA,NA,NA,NA
2021-05-06,"Clay County, FL",FL,219252,216,18562,3433,4,340,0.071,32,8,0.07,512.2857142857142,0.09,151.4285714285714,49463,21717,0.606,NA,NA,NA,NA,NA
2021-05-06,"Alachua County, FL",FL,269043,202,24766,7051,1,275,0.049,55,19,0.03,1799.714285714286,0.03,408,90612,32483,0.827,NA,NA,NA,NA,NA
2021-05-06,"Bay County, FL",FL,174705,179,20135,1293,2,386,0.089,11,7,0.03,439,0.11,118.2857142857143,41855,20166,0.62,NA,NA,NA,NA,NA
2021-05-06,"Charlotte County, FL",FL,188910,178,12836,3182,4,418,0.059,38,9,0.05,643,0.05,98,78542,55717,0.723,NA,NA,NA,NA,NA
2021-05-06,"Okaloosa County, FL",FL,210738,171,20526,1748,0,361,0.047,9,1,0.03,431,0.01,105,55092,25466,0.741,NA,NA,NA,NA,NA
